analysis_population,event_mapping,term,beta,cluster_robust_se,z_value,p_value,adjusted_or,ci_low,ci_high
all_periods_corrected_era,frozen_primary,first_careunitPACU,-0.283291913904929,0.120559054029941,-2.34981865264614,0.0187825595337733,0.753299857057993,0.594768325710545,0.954086911009714
all_periods_corrected_era,frozen_primary,first_careunitSurgery/Trauma,-0.444128318891466,0.222619159662233,-1.99501390430776,0.0460413634007941,0.641383113976481,0.414594703470093,0.992227579009199
all_periods_corrected_era,frozen_primary,first_careunitSurgery/Vascular/Intermediate,-0.755856355907043,0.0833065871840923,-9.07318834507934,1.15584250469401e-19,0.469608290655127,0.398864201770623,0.552899823230696
all_periods_corrected_era,frozen_primary,first_careunitSurgical Intensive Care Unit (SICU),0.048038418792063,0.0296018345709198,1.62281897349886,0.104628108539917,1.04921096396802,0.990069525201322,1.11188519481684
all_periods_corrected_era,frozen_primary,first_careunitTrauma SICU (TSICU),-0.210319797853759,0.0299291052379855,-7.02726647460295,2.10618895913836e-12,0.810325064313113,0.764158717319001,0.859280532920936
all_periods_corrected_era,frozen_primary,anchor_era2014-2019,-1.86781437221102,0.640371521316559,-2.91676676747105,0.00353680132439894,0.154460887163638,0.0440284399785987,0.541880786032278
all_periods_corrected_era,frozen_primary,anchor_era2020-2022,-2.0000152657316,0.640416685779035,-3.12299056246274,0.00179023488304029,0.135333217260273,0.0385727617804916,0.474818987508412
post_implementation,frozen_primary,(Intercept),-2.78010549127476,0.0802321640973453,-34.6507603596691,4.35071650856564e-263,0.0620319632013139,0.0530056035687114,0.072595427644193
post_implementation,frozen_primary,oasis_z,-0.0462909346236106,0.0103209184734557,-4.48515650449774,7.28604352290275e-06,0.95476414783178,0.935644611550449,0.974274384452856
post_implementation,frozen_primary,oasis_missing_components_n,0.106914082696156,0.0362556986861504,2.94889042469336,0.00318917028516673,1.11283863827643,1.0365047328183,1.19479419208598
post_implementation,frozen_primary,shiftnight_1900_0659,-0.266962123325504,0.012441205485982,-21.4578984027152,3.85331277477107e-102,0.765702073164313,0.747256755032888,0.784602696328014
post_implementation,frozen_primary,invasive_ventilation_active,-0.252101060705367,0.0199912266472927,-12.6105848907229,1.84617788298123e-36,0.777166193136444,0.747304052697397,0.80822161953237
post_implementation,frozen_primary,vasopressor_active,0.203863731892141,0.0221678801307647,9.19635665158699,3.70292064429276e-20,1.22613105951221,1.17399854872128,1.28057856352382
post_implementation,frozen_primary,rrt_active,-0.376362426410621,0.0482512429967778,-7.80005660031918,6.18794150890812e-15,0.68635353531137,0.624419335124631,0.754430795036786
post_implementation,frozen_primary,drug_classinsulin,1.38178676886277,0.0357354633222327,38.6671009804173,0,3.98201020675817,3.71265237768333,4.27091030176667
post_implementation,frozen_primary,drug_classintra_abdominal_antibiotics,-0.242417590018742,0.0401725794336242,-6.0344043981363,1.59550052915676e-09,0.784728414368013,0.725311255102735,0.849012999569835
post_implementation,frozen_primary,drug_classprokinetic,0.75798823459748,0.0814389702146068,9.30743884162632,1.30951872135052e-20,2.133978834491,1.81915259594894,2.50328954052373
post_implementation,frozen_primary,drug_classstress_ulcer_prophylaxis,0.463211254628154,0.0376822965121259,12.2925431171398,9.9331153663607e-35,1.58916902626917,1.47602890690373,1.71098152769308
post_implementation,frozen_primary,drug_classvte_prophylaxis,0.373006332112559,0.0446961589548533,8.34537778714554,7.0986594529824e-17,1.45209353462337,1.3302986558736,1.58503928721953
post_implementation,frozen_primary,age_at_icu,-0.0027633412991727,0.000797818551563073,-3.4636212629536,0.000532956316372063,0.997240473213986,0.995682311209743,0.998801073615299
post_implementation,frozen_primary,genderM,-0.0609178809671292,0.0191932140544353,-3.17392807657725,0.0015039095213945,0.940900502442887,0.906163170503788,0.976969473395273
post_implementation,frozen_primary,emergency_admission,-0.0432668710815069,0.0193053811356204,-2.24118191594131,0.025014293761126,0.957655785326649,0.922097121781746,0.994585691144446
post_implementation,frozen_primary,first_careunitCoronary Care Unit (CCU),-0.0105370805424405,0.0327466480675369,-0.321775850789638,0.747622510374853,0.989518240014519,0.928003911367435,1.05511015129089
post_implementation,frozen_primary,first_careunitIntensive Care Unit (ICU),-0.0754573126432033,0.18754422423446,-0.402344102844083,0.687430801370899,0.927319314499568,0.642083296968735,1.33926721829336
post_implementation,frozen_primary,first_careunitMedical Intensive Care Unit (MICU),-0.276524387418722,0.0315882903931022,-8.75401561710049,2.058925886091e-18,0.758415123118964,0.712884189433613,0.806854054979877
post_implementation,frozen_primary,first_careunitMedical/Surgical Intensive Care Unit (MICU/SICU),-0.193850589264204,0.0361863026683071,-5.35701563768724,8.46078003629884e-08,0.823780976796047,0.767379021060696,0.884328446708181
post_implementation,frozen_primary,first_careunitMedicine,-0.965401364341171,0.108780968975541,-8.87472664964256,7.01053822864122e-19,0.380830317351199,0.307706723600786,0.471331041833121
post_implementation,frozen_primary,first_careunitMedicine/Cardiology Intermediate,-0.184019470153252,0.0373211654217022,-4.93069999486792,8.19354837696463e-07,0.831919606066763,0.773238600195459,0.895053908047699
post_implementation,frozen_primary,first_careunitNeuro Intermediate,-0.351571543416587,0.0338825015897712,-10.3761979464563,3.18196172231286e-25,0.703581511536145,0.658375378526181,0.751891640425009
post_implementation,frozen_primary,first_careunitNeuro Stepdown,-0.19299689825341,0.088464438485775,-2.18163254700863,0.0291366628051768,0.824484531477226,0.693236539217903,0.980581236257585
post_implementation,frozen_primary,first_careunitNeuro Surgical Intensive Care Unit (Neuro SICU),-0.220786478075331,0.0486489570324696,-4.53835994732573,5.66934293537236e-06,0.801887882655889,0.728959807859995,0.882111975745369
post_implementation,frozen_primary,first_careunitNeurology,-1.36317047966917,0.0314118553337752,-43.3966878168904,0,0.255848327785694,0.240571825135528,0.272094900530683
post_implementation,frozen_primary,first_careunitPACU,-0.320086538779938,0.119751441036378,-2.67292431731743,0.00751932125395785,0.726086199740942,0.574189929187146,0.918165127348327
post_implementation,frozen_primary,first_careunitSurgery/Trauma,-0.456818036763749,0.224894911981056,-2.03125109741135,0.0422295293688867,0.633295566089701,0.407544983045038,0.984095721243493
post_implementation,frozen_primary,first_careunitSurgery/Vascular/Intermediate,-0.766473096346066,0.0828877332988559,-9.24712337810601,2.30615502728706e-20,0.464648953903372,0.39497608177925,0.546611960377294
post_implementation,frozen_primary,first_careunitSurgical Intensive Care Unit (SICU),-0.0465963508252998,0.0347903419932406,-1.33934730605273,0.18045763513715,0.954472591917456,0.891558549880856,1.02182624892484
post_implementation,frozen_primary,first_careunitTrauma SICU (TSICU),-0.264870078551539,0.0336387709549749,-7.87395231847397,3.43609940936571e-15,0.767305632959483,0.718348208019203,0.819599642344502
post_implementation,frozen_primary,anchor_era2020-2022,-0.0644987906209831,0.0189945459114344,-3.39564793608232,0.000684663635039052,0.937537248099239,0.903275736166956,0.973098309164623
all_periods_corrected_era,audit_semantic_sensitivity,(Intercept),-2.13337506342214,0.628733617685958,-3.39313025963839,0.000690987714356572,0.118436886528886,0.0345388566173832,0.406130875901562
all_periods_corrected_era,audit_semantic_sensitivity,oasis_z,0.00217696324360948,0.0113005266375554,0.192642636350655,0.847238851324681,1.00217933454853,0.980226450597452,1.02462386929466
all_periods_corrected_era,audit_semantic_sensitivity,oasis_missing_components_n,0.056409622229757,0.0392207328986401,1.43826027870359,0.150360217694934,1.05803098799748,0.979746316346356,1.14257083990626
all_periods_corrected_era,audit_semantic_sensitivity,shiftnight_1900_0659,-0.0439872605997692,0.00689138813949338,-6.38293181422849,1.73729275113381e-10,0.956966148570167,0.944127429417893,0.969979455076155
all_periods_corrected_era,audit_semantic_sensitivity,invasive_ventilation_active,-0.199938074577681,0.0187592784581521,-10.6580898099946,1.59846734402952e-26,0.818781454895481,0.7892236132978,0.849446290740665
all_periods_corrected_era,audit_semantic_sensitivity,vasopressor_active,0.0697301206809207,0.0199655848741486,3.49251580259024,0.000478493282678991,1.07221877253102,1.03107123256237,1.1150084105352
all_periods_corrected_era,audit_semantic_sensitivity,rrt_active,-0.292507711625572,0.0449483884327545,-6.50763513052712,7.63430689274618e-11,0.746389489137417,0.683447843217402,0.815127701438373
all_periods_corrected_era,audit_semantic_sensitivity,drug_classinsulin,2.94607342648953,0.0243618173413076,120.929953016855,0,19.0310798914425,18.1437317312819,19.9618252297031
all_periods_corrected_era,audit_semantic_sensitivity,drug_classintra_abdominal_antibiotics,-0.663352812895208,0.0270507893648344,-24.5224937412569,8.50308893762612e-133,0.515121330483017,0.488521700480301,0.54316928983443
all_periods_corrected_era,audit_semantic_sensitivity,drug_classprokinetic,0.406931409778565,0.0649237581127685,6.26783509777346,3.6610217387742e-10,1.50220106582448,1.32271068757383,1.70604809000475
all_periods_corrected_era,audit_semantic_sensitivity,drug_classstress_ulcer_prophylaxis,0.0653591121174199,0.0258701140287646,2.52643308973235,0.01152273353964,1.06754232294052,1.01476252575375,1.12306730131045
all_periods_corrected_era,audit_semantic_sensitivity,drug_classvte_prophylaxis,-0.136406186263633,0.0329097091910375,-4.14486148971445,3.40019173626015e-05,0.872488167795307,0.817987657585298,0.930619913251481
all_periods_corrected_era,audit_semantic_sensitivity,age_at_icu,-0.00309992203051752,0.000702040418948793,-4.41558911260297,1.00735269956379e-05,0.996904877766833,0.995534105926963,0.998277537051268
all_periods_corrected_era,audit_semantic_sensitivity,genderM,-0.0851425001945079,0.0198595435902287,-4.287233480854,1.80912114582263e-05,0.918381405547625,0.88332110657343,0.954833298762025
all_periods_corrected_era,audit_semantic_sensitivity,emergency_admission,0.0287347606329385,0.0204059790514045,1.40815398077951,0.159085479644857,1.02915158675505,0.988802935654277,1.07114668689734
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitCoronary Care Unit (CCU),0.353640706193261,0.0342329410066023,10.3304213951427,5.13345677204395e-25,1.42424337271653,1.33181859743972,1.52308218899066
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitIntensive Care Unit (ICU),0.0859393764572515,0.235433743018099,0.365025740811694,0.715092191669523,1.08974026238719,0.686944153399268,1.72871962530189
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitMedical Intensive Care Unit (MICU),0.236434366068476,0.0301279257948628,7.84768150580056,4.23798811171419e-15,1.2667244127883,1.19409039114515,1.34377661008982
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitMedical/Surgical Intensive Care Unit (MICU/SICU),0.16923616336554,0.035972932516241,4.70454176314742,2.54436781142694e-06,1.18439981774483,1.10376880616108,1.27092097588166
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitMedicine,-0.87280190199788,0.226509334612423,-3.85327122827552,0.000116550159954434,0.417779331051929,0.268004357305628,0.651256461681909
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitMedicine/Cardiology Intermediate,-1.05027302415397,0.0373413643630801,-28.1262627134318,4.67731321583621e-174,0.349842220694637,0.325152572345888,0.376406615815916
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitNeuro Intermediate,0.756183823939738,0.0372095768936082,20.3222903098808,8.16756077755024e-92,2.1301317322586,1.98031197088551,2.29128605163461
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitNeuro Stepdown,0.836188067329155,0.0781266269556408,10.702984371819,9.8552033546474e-27,2.30755394982903,1.97993237931571,2.68938741898443
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitNeuro Surgical Intensive Care Unit (Neuro SICU),0.620616869227759,0.0515011666648939,12.0505400055492,1.9268343571654e-33,1.86007511111147,1.6814834965025,2.05763507413122
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitNeurology,-0.602857742560641,0.0327202217975612,-18.4246227391275,8.33698634537073e-76,0.547245512578536,0.513252065441779,0.583490396243355
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitPACU,0.744689068966926,0.144461410542106,5.15493422203483,2.5371997592546e-07,2.10578657878207,1.5865310562119,2.79498916709919
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitSurgery/Trauma,0.246306192496897,0.100266001748,2.45652751882879,0.0140287057217567,1.27929122295244,1.05104871319446,1.55709817497331
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitSurgery/Vascular/Intermediate,-0.183625763366776,0.0972322894812075,-1.88852658254299,0.0589552927084831,0.832247202945799,0.687841016181072,1.00697020171413
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitSurgical Intensive Care Unit (SICU),0.688105070041318,0.0376234658047713,18.2892526066552,1.00787477555179e-74,1.98994115916671,1.84848139068194,2.14222649841495
all_periods_corrected_era,audit_semantic_sensitivity,first_careunitTrauma SICU (TSICU),0.802531539637408,0.0357912023174122,22.422592359994,2.36974341160048e-111,2.23118211099345,2.0800294913199,2.39331876456149
all_periods_corrected_era,audit_semantic_sensitivity,anchor_era2014-2019,-0.863665842699699,0.626562428775196,-1.37841945676186,0.168073819582017,0.421613676527534,0.123476350254715,1.43961245913386
all_periods_corrected_era,audit_semantic_sensitivity,anchor_era2020-2022,-0.996177558529707,0.626653158676091,-1.58967930622786,0.111907110544819,0.369288329785131,0.108132799704855,1.26117025442529
post_implementation,audit_semantic_sensitivity,(Intercept),-2.97189777601417,0.070984753873463,-41.8667053676322,0,0.0512060404675252,0.0445552477647999,0.0588496016048043
post_implementation,audit_semantic_sensitivity,oasis_z,-0.00703737592481526,0.0129894297579747,-0.541777126166352,0.587972050760056,0.992987328419915,0.968026137587461,1.01859215998022
post_implementation,audit_semantic_sensitivity,oasis_missing_components_n,0.0459751901564912,0.0444086236332384,1.03527617825292,0.300539951527533,1.04704843352691,0.959767594618428,1.14226655317219
post_implementation,audit_semantic_sensitivity,shiftnight_1900_0659,-0.0468463009226365,0.00779250097986627,-6.0117157564272,1.83569985340904e-09,0.954234051213079,0.939770744594846,0.968919951734705
post_implementation,audit_semantic_sensitivity,invasive_ventilation_active,-0.219104109898198,0.021588231113231,-10.1492386638345,3.33958462714397e-24,0.803238088764729,0.769960345069697,0.837954099030919
post_implementation,audit_semantic_sensitivity,vasopressor_active,0.0666828883868855,0.0235114767347697,2.83618460631494,0.00456560474508959,1.06895644591899,1.02081491109273,1.11936833098236
post_implementation,audit_semantic_sensitivity,rrt_active,-0.326292687021789,0.0510691629451614,-6.38923115642537,1.66721872508629e-10,0.721593955335049,0.652864022071485,0.797559397933966
post_implementation,audit_semantic_sensitivity,drug_classinsulin,2.96692513150041,0.0302228232241127,98.1683646659886,0,19.4320765583549,18.314433896481,20.6179236281128
post_implementation,audit_semantic_sensitivity,drug_classintra_abdominal_antibiotics,-0.645880670445531,0.0335090308627973,-19.2748239449266,8.73972521554481e-83,0.52420069071117,0.490879222520252,0.559784059979705
post_implementation,audit_semantic_sensitivity,drug_classprokinetic,0.411104295293087,0.0780236559148131,5.26896991012487,1.37191448725415e-07,1.50848267599689,1.29457277825123,1.75773816815197
post_implementation,audit_semantic_sensitivity,drug_classstress_ulcer_prophylaxis,0.111749463059354,0.0314629343576129,3.55178133702315,0.000382632695302967,1.11823266695577,1.05135861294489,1.18936039715742
post_implementation,audit_semantic_sensitivity,drug_classvte_prophylaxis,-0.135377053266232,0.039031453538743,-3.46840921852564,0.000523549381871241,0.8733865363497,0.809063966483635,0.942822908295169
post_implementation,audit_semantic_sensitivity,age_at_icu,-0.00353947006681587,0.000799411970938863,-4.42759202449642,9.52909215932786e-06,0.996466786473572,0.994906726191588,0.998029293003048
post_implementation,audit_semantic_sensitivity,genderM,-0.0956501255590058,0.0228119261396322,-4.19298769308343,2.75304384358793e-05,0.908781920018482,0.869044732497059,0.950336095795016
post_implementation,audit_semantic_sensitivity,emergency_admission,0.0415749219328134,0.023692928523507,1.75473968494712,0.0793038446203378,1.04245126138912,0.995149437496961,1.09200145367623
post_implementation,audit_semantic_sensitivity,first_careunitCoronary Care Unit (CCU),0.340049835806969,0.0400148331797922,8.49809455106504,1.92728102174319e-17,1.40501760900522,1.2990356791341,1.51964608310881
post_implementation,audit_semantic_sensitivity,first_careunitIntensive Care Unit (ICU),0.0734322538952327,0.240010051465952,0.305954910832766,0.75963897646271,1.07619562614058,0.672348277311489,1.7226146995652
post_implementation,audit_semantic_sensitivity,first_careunitMedical Intensive Care Unit (MICU),0.173828612359299,0.0350905201356252,4.95372002715974,7.28079440154317e-07,1.18985162248182,1.11076887609129,1.27456477580153
post_implementation,audit_semantic_sensitivity,first_careunitMedical/Surgical Intensive Care Unit (MICU/SICU),0.106461011105923,0.0420697465585723,2.53058360971347,0.011387294156499,1.11233455690601,1.0242962823632,1.20793972192565
post_implementation,audit_semantic_sensitivity,first_careunitMedicine,-0.899826477926109,0.227837989168196,-3.94941370932585,7.83428464387611e-05,0.406640214672381,0.260180220841639,0.635545098908367
post_implementation,audit_semantic_sensitivity,first_careunitMedicine/Cardiology Intermediate,-1.06939705134821,0.0422056118362228,-25.3377928863574,1.22505275515927e-141,0.343215396304243,0.315966674786558,0.37281402647875
post_implementation,audit_semantic_sensitivity,first_careunitNeuro Intermediate,0.716458710382372,0.0391546726137365,18.2981662865703,8.55811854102137e-75,2.04717073450034,1.89594417954843,2.21045960181846
post_implementation,audit_semantic_sensitivity,first_careunitNeuro Stepdown,0.826705170104777,0.11100390048007,7.44753262299291,9.51020378253424e-14,2.28577507948345,1.83885210878225,2.84132023942241
post_implementation,audit_semantic_sensitivity,first_careunitNeuro Surgical Intensive Care Unit (Neuro SICU),0.57270508069384,0.0555947265758737,10.3014281383727,6.94228909425898e-25,1.77305683194677,1.59001177024536,1.9771743757771
post_implementation,audit_semantic_sensitivity,first_careunitNeurology,-0.613959754805831,0.0378427594346183,-16.2239689699844,3.41402221243167e-59,0.541203587020366,0.502514793152238,0.582871044982303
post_implementation,audit_semantic_sensitivity,first_careunitPACU,0.713759415968867,0.144452884341533,4.94112263124708,7.76740331252603e-07,2.04165226930506,1.53823701500676,2.70981906435283
post_implementation,audit_semantic_sensitivity,first_careunitSurgery/Trauma,0.212461646225829,0.100417375530907,2.11578569049971,0.0343630386659408,1.2367186798267,1.01577026530599,1.50572737288343
post_implementation,audit_semantic_sensitivity,first_careunitSurgery/Vascular/Intermediate,-0.206362575631559,0.0980014895001018,-2.10570856304531,0.0352296755556421,0.81353805372853,0.671365241818896,0.985818334996468
post_implementation,audit_semantic_sensitivity,first_careunitSurgical Intensive Care Unit (SICU),0.624993267072612,0.0459681295663208,13.596230104836,4.21611956399492e-42,1.86823337871019,1.70727304773503,2.04436892034191
post_implementation,audit_semantic_sensitivity,first_careunitTrauma SICU (TSICU),0.784384776051803,0.0412811273456726,19.0010502737404,1.67165678982051e-80,2.19105853430758,2.02076318256982,2.37570515049513
post_implementation,audit_semantic_sensitivity,anchor_era2020-2022,-0.102204403136187,0.0227423182945623,-4.4940186753355,6.98914949152194e-06,0.902844988459738,0.863485194104263,0.943998899752346
